pipeline,repeat,outer_fold,stage1_bal_acc,stage1_threshold,stage2_bal_acc,balanced_accuracy,auroc_macro,best_inner_score,stage2_best_inner_std,best_params,stage1_n_features,n_features_selected,stage1_features,selected_features,n_test,n_train_s2,n_routed_to_s2,combined_bal_acc_excl,stage2_bal_acc_excl,n_excluded,en_converged,test_indices,y_true,y_pred,proba_combined,fold_seconds
kw_nmc_kgrid,23,4,1.0,0.25,0.642857,0.761905,0.908425,0.733333,0.038006,"{""selector__k"": 15}",5,15,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr9_110114139_138397892","chr22_24263116_37678070,chr16_68710277_68751390,chr5_96637773_180644810,chr22_37717564_49509094,chr16_68838368_69397102,chr22_22725750_24228038,chr5_49619946_68850823,chr5_69274433_96603723,chr16_69763173_88690571,chr12_67337260_132389367,chr16_28087_14817706,chr22_15433500_22665928,chr12_36739877_67332062,chr11_89400624_134432265,chr15_22163893_32511475",20,54,14,0.761905,0.642857,0,,"6,8,12,26,35,36,41,44,57,59,60,61,73,76,81,89,90,93,94,97","HER2+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HER2+,HR+,HER2+,HR+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+,Triple Neg,HR+","HER2+,Triple Neg,HER2+,HER2+,HR+,HR+,HR+,HR+,HER2+,Triple Neg,HER2+,HR+,HR+,HER2+,Triple Neg,HR+,Triple Neg,HR+,Triple Neg,Triple Neg","[[0.862, 0.066683, 0.071317], [0.0, 0.294371, 0.705629], [0.892, 0.010806, 0.097194], [1.0, 0.0, 0.0], [0.0, 0.784641, 0.215359], [0.02, 0.536945, 0.443055], [0.0, 0.765737, 0.234263], [0.0, 0.654274, 0.345726], [1.0, 0.0, 0.0], [0.002, 0.215529, 0.782471], [0.96, 0.026439, 0.013561], [0.0, 0.635998, 0.364002], [0.0, 0.660985, 0.339015], [0.986, 0.003139, 0.010861], [0.0, 0.223827, 0.776173], [0.008, 0.589607, 0.402393], [0.0, 0.095373, 0.904627], [0.0, 0.90298, 0.09702], [0.0, 0.235061, 0.764939], [0.0, 0.294371, 0.705629]]",6.5
kw_nmc_kgrid,23,5,1.0,0.15,0.785714,0.857143,0.974359,0.74,0.071181,"{""selector__k"": 30}",5,30,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr8_166452_6907624","chr16_68838368_69397102,chr5_96637773_180644810,chr16_68710277_68751390,chr22_24263116_37678070,chr12_67337260_132389367,chr15_22163893_32511475,chr12_36739877_67332062,chr22_37717564_49509094,chr16_69763173_88690571,chr5_69274433_96603723,chr22_15433500_22665928,chr2_8972669_89953713,chr6_92035339_170943103,chr22_22725750_24228038,chr16_54390012_68679377,chr6_32732764_32738443,chr6_1535319_30010234,chr15_32523241_32594902,chr10_42150759_46371243,chr1_149369522_149394958,chr15_18657388_18683110,chr23_3229_45135,chr11_89400624_134432265,chr3_586636_75535753,chr6_30021894_32519935,chr1_1676445_1703748,chr10_115544_38563575,chr5_49619946_68850823,chr6_32766023_91964331,chr2_131945577_132196569",20,54,14,0.857143,0.785714,0,,"1,3,17,19,25,29,31,42,45,48,49,51,52,58,62,63,65,69,71,77","HR+,Triple Neg,HER2+,HR+,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,Triple Neg,Triple Neg,HER2+,HER2+,HR+,HER2+,Triple Neg","Triple Neg,Triple Neg,HER2+,HR+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,Triple Neg,HR+,HR+,Triple Neg,Triple Neg,HER2+,HER2+,Triple Neg,HER2+,Triple Neg","[[0.0, 0.362522, 0.637478], [0.0, 0.315369, 0.684631], [1.0, 0.0, 0.0], [0.0, 0.904592, 0.095408], [1.0, 0.0, 0.0], [0.0, 0.831004, 0.168996], [0.908, 0.059071, 0.032929], [0.014, 0.782608, 0.203392], [0.0, 0.771612, 0.228388], [0.0, 0.321973, 0.678027], [0.0, 0.230937, 0.769063], [0.0, 0.816926, 0.183074], [0.0, 0.856511, 0.143489], [0.0, 0.111831, 0.888169], [0.006, 0.18005, 0.81395], [0.762, 0.05609, 0.18191], [1.0, 0.0, 0.0], [0.108, 0.347503, 0.544497], [0.88, 0.095279, 0.024721], [0.0, 0.446786, 0.553214]]",6.4
kw_nmc_kgrid,24,1,0.961538,0.1,0.761905,0.785714,0.946581,0.786667,0.087178,"{""selector__k"": 20}",5,20,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_166452_6907624,chr3_196908262_196937230","chr16_28087_14817706,chr16_68838368_69397102,chr6_30021894_32519935,chr16_69763173_88690571,chr15_22163893_32511475,chr6_1535319_30010234,chr12_36739877_67332062,chr23_3229_45135,chr6_32732764_32738443,chr5_96637773_180644810,chr22_24263116_37678070,chr6_32766023_91964331,chr11_89400624_134432265,chr16_68710277_68751390,chr16_54390012_68679377,chr5_49619946_68850823,chr22_37717564_49509094,chr13_18194527_18354969,chr16_69417987_69744010,chr15_32523241_32594902",20,55,12,0.785714,0.761905,0,,"3,12,21,30,41,48,51,53,66,68,70,83,85,86,90,92,95,96,97,99","Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,HR+,HR+,HER2+","Triple Neg,HER2+,HER2+,HR+,HR+,HR+,HR+,HER2+,HR+,HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,HER2+","[[0.002, 0.301721, 0.696279], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.0, 0.747854, 0.252146], [0.016, 0.711662, 0.272338], [0.03, 0.532904, 0.437096], [0.0, 0.790755, 0.209245], [0.108, 0.229844, 0.662156], [0.0, 0.633965, 0.366035], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.002, 0.530334, 0.467666], [0.818, 0.141041, 0.040959], [0.018, 0.700733, 0.281267], [0.0, 0.190335, 0.809665], [0.0, 0.119734, 0.880266], [0.866, 0.076283, 0.057717], [0.0, 0.688358, 0.311642], [0.0, 0.465238, 0.534762], [1.0, 0.0, 0.0]]",6.5
kw_nmc_kgrid,24,2,1.0,0.2,0.77381,0.849206,0.954518,0.826667,0.074981,"{""selector__k"": 30}",5,30,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_28208003_35676140,chr17_1542118_1560766","chr5_96637773_180644810,chr16_68838368_69397102,chr12_67337260_132389367,chr15_22163893_32511475,chr5_69274433_96603723,chr5_49619946_68850823,chr16_68710277_68751390,chr22_24263116_37678070,chr15_739595_18454050,chr15_18657388_18683110,chr22_37717564_49509094,chr12_36739877_67332062,chr22_22725750_24228038,chr22_37683612_37705310,chr1_149369522_149394958,chr4_190887518_191165971,chr16_69763173_88690571,chr15_20307869_21982746,chr11_89400624_134432265,chr22_15433500_22665928,chr23_96116_214107,chr16_54390012_68679377,chr17_77535412_78653545,chr11_51244499_55118214,chr1_17030134_22668805,chr23_3229_45135,chr15_32523241_32594902,chr16_45058242_54336421,chr16_28087_14817706,chr3_586636_75535753",20,55,13,0.849206,0.77381,0,,"0,7,9,22,28,34,39,42,46,52,54,56,59,79,80,81,87,89,91,94","HER2+,HER2+,HER2+,HR+,HER2+,HR+,HER2+,HR+,HER2+,HR+,HR+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HR+,Triple Neg","HER2+,HER2+,HER2+,Triple Neg,HER2+,HR+,HER2+,HR+,HER2+,HR+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,Triple Neg","[[1.0, 0.0, 0.0], [0.96, 0.02583, 0.01417], [0.786, 0.052192, 0.161808], [0.0, 0.425901, 0.574099], [0.768, 0.129749, 0.102251], [0.006, 0.592456, 0.401544], [0.976, 0.01052, 0.01348], [0.0, 0.558798, 0.441202], [0.96, 0.011146, 0.028854], [0.0, 0.835469, 0.164531], [0.02, 0.697457, 0.282543], [0.736, 0.099864, 0.164136], [0.006, 0.384614, 0.609386], [0.0, 0.38683, 0.61317], [0.0, 0.142614, 0.857386], [0.0, 0.253542, 0.746458], [0.0, 0.24484, 0.75516], [0.006, 0.70222, 0.29178], [0.0, 0.682191, 0.317809], [0.0, 0.241909, 0.758091]]",6.5
kw_nmc_kgrid,24,3,1.0,0.2,0.791667,0.861111,0.970238,0.723333,0.108832,"{""selector__k"": 30}",5,30,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_35444422_40926154,chr8_166452_6907624","chr5_96637773_180644810,chr5_69274433_96603723,chr12_36739877_67332062,chr16_68710277_68751390,chr22_24263116_37678070,chr5_49619946_68850823,chr12_67337260_132389367,chr15_22163893_32511475,chr16_68838368_69397102,chr6_32732764_32738443,chr22_37717564_49509094,chr3_586636_75535753,chr15_32523241_32594902,chr15_18657388_18683110,chr22_22725750_24228038,chr6_1535319_30010234,chr16_28087_14817706,chr6_30021894_32519935,chr16_15039224_33875313,chr11_89400624_134432265,chr15_20307869_21982746,chr22_15433500_22665928,chr3_75845446_90391698,chr16_69763173_88690571,chr4_190887518_191165971,chr21_14334542_46914686,chr6_32766023_91964331,chr16_45058242_54336421,chr16_54390012_68679377,chr1_149369522_149394958",20,54,14,0.861111,0.791667,0,,"1,5,6,11,16,18,19,26,31,36,38,40,43,44,45,57,58,67,76,98","HR+,HR+,HER2+,Triple Neg,HR+,HR+,HR+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,Triple Neg,HER2+,Triple Neg,HER2+,HER2+,HR+","Triple Neg,HR+,HER2+,Triple Neg,HR+,HR+,HR+,HER2+,HER2+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,HER2+,Triple Neg,HER2+,HER2+,HR+","[[0.0, 0.346424, 0.653576], [0.002, 0.729286, 0.268714], [0.896, 0.046495, 0.057505], [0.0, 0.35779, 0.64221], [0.008, 0.820854, 0.171146], [0.0, 0.872094, 0.127906], [0.006, 0.903519, 0.090481], [0.996, 0.002798, 0.001202], [0.912, 0.042333, 0.045667], [0.002, 0.371666, 0.626334], [0.0, 0.293439, 0.706561], [0.002, 0.491789, 0.506211], [0.006, 0.119258, 0.874742], [0.0, 0.80206, 0.19794], [0.0, 0.675641, 0.324359], [1.0, 0.0, 0.0], [0.0, 0.263383, 0.736617], [0.986, 0.009746, 0.004254], [0.994, 0.002127, 0.003873], [0.008, 0.820218, 0.171782]]",6.5
kw_nmc_kgrid,24,4,0.964286,0.2,0.642857,0.714286,0.956044,0.736667,0.135974,"{""selector__k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_77442683_77503685","chr12_36739877_67332062,chr22_24263116_37678070,chr16_68838368_69397102,chr5_96637773_180644810,chr15_22163893_32511475,chr5_69274433_96603723,chr4_190887518_191165971,chr12_67337260_132389367,chr16_28087_14817706,chr22_37683612_37705310,chr22_37717564_49509094,chr16_69417987_69744010,chr22_22725750_24228038,chr15_18657388_18683110,chr15_739595_18454050,chr2_91057159_91321476,chr7_141965869_141978333,chr5_49619946_68850823,chr6_92035339_170943103,chr23_3229_45135,chr6_1535319_30010234,chr16_68710277_68751390,chr6_32732764_32738443,chr16_69763173_88690571,chr3_586636_75535753,chr6_30021894_32519935,chr11_89400624_134432265,chr16_54390012_68679377,chr17_403833_446414,chr12_435020_9432943,chr19_20422576_20493401,chr4_191191940_191311992,chr16_45058242_54336421,chr17_22399576_27351012,chr15_20307869_21982746,chr11_55225136_56294614,chr21_13334960_13435755,chr1_120313797_120737345,chr20_8747_12478772,chr3_196908262_196937230,chr3_193476462_196656506,chr22_15433500_22665928,chr3_164112881_193467200,chr6_32766023_91964331,chr17_77535412_78653545,chr2_8972669_89953713,chr12_33854_397918,chr1_72489681_72620747,chr19_3363749_20383210,chr6_32634044_32728487",20,54,13,0.777778,0.75,2,,"2,4,8,10,13,14,17,29,47,49,50,55,65,72,74,75,77,78,84,93","HR+,Triple Neg,Triple Neg,HR+,HER2+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg,HR+,HER2+,HR+","Triple Neg,HR+,HR+,HR+,HER2+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HER2+,HER2+,HR+,HR+,HR+,HR+,HER2+,HR+","[[0.128, 0.398741, 0.473259], [0.164, 0.642763, 0.193237], [0.0, 0.675916, 0.324084], [0.004, 0.940533, 0.055467], [1.0, 0.0, 0.0], [0.0, 0.468172, 0.531828], [1.0, 0.0, 0.0], [0.0, 0.694386, 0.305614], [0.99, 0.005014, 0.004986], [0.0, 0.324319, 0.675681], [0.974, 0.015195, 0.010805], [0.192, 0.259951, 0.548049], [1.0, 0.0, 0.0], [0.202, 0.656731, 0.141269], [0.0, 0.898933, 0.101067], [0.13, 0.451495, 0.418505], [0.0, 0.678627, 0.321373], [0.016, 0.874707, 0.109293], [0.966, 0.015321, 0.018679], [0.0, 0.870536, 0.129464]]",6.5
kw_nmc_kgrid,24,5,1.0,0.25,0.642857,0.761905,0.948718,0.813333,0.069442,"{""selector__k"": 20}",5,20,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr17_1542118_1560766,chr3_196908262_196937230","chr16_68838368_69397102,chr16_68710277_68751390,chr12_67337260_132389367,chr16_54390012_68679377,chr16_69763173_88690571,chr6_1535319_30010234,chr16_28087_14817706,chr6_32766023_91964331,chr2_91057159_91321476,chr15_22163893_32511475,chr6_92035339_170943103,chr22_24263116_37678070,chr22_22725750_24228038,chr5_96637773_180644810,chr6_30021894_32519935,chr15_32523241_32594902,chr12_36739877_67332062,chr2_8972669_89953713,chr16_54354643_54379834,chr16_15039224_33875313",20,54,14,0.761905,0.642857,0,,"15,20,23,24,25,27,32,33,35,37,60,61,62,63,64,69,71,73,82,88","Triple Neg,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,Triple Neg,HER2+,HR+,HR+,HER2+,HR+,Triple Neg,Triple Neg","Triple Neg,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,HER2+,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,HER2+,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg","[[0.0, 0.263501, 0.736499], [0.008, 0.368544, 0.623456], [0.998, 0.000253, 0.001747], [0.0, 0.884196, 0.115804], [0.998, 0.00134, 0.00066], [0.016, 0.706717, 0.277283], [0.018, 0.474562, 0.507438], [0.998, 0.001093, 0.000907], [0.0, 0.429767, 0.570233], [0.028, 0.332088, 0.639912], [0.938, 0.050178, 0.011822], [0.0, 0.610361, 0.389639], [0.02, 0.277066, 0.702934], [0.85, 0.036709, 0.113291], [0.0, 0.32966, 0.67034], [0.018, 0.411637, 0.570363], [0.866, 0.103421, 0.030579], [0.0, 0.741267, 0.258733], [0.0, 0.081161, 0.918839], [0.0, 0.325528, 0.674472]]",6.5
kw_nmc_kgrid,25,1,0.923077,0.15,0.77381,0.793651,0.946581,0.726667,0.097525,"{""selector__k"": 20}",5,20,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_166452_6907624,chr17_1542118_1560766","chr16_68838368_69397102,chr5_96637773_180644810,chr15_22163893_32511475,chr22_24263116_37678070,chr12_67337260_132389367,chr11_89400624_134432265,chr16_68710277_68751390,chr22_22725750_24228038,chr16_28087_14817706,chr6_1535319_30010234,chr16_69417987_69744010,chr15_32523241_32594902,chr5_49619946_68850823,chr16_69763173_88690571,chr6_32766023_91964331,chr5_69274433_96603723,chr15_20307869_21982746,chr16_54390012_68679377,chr22_37717564_49509094,chr6_30021894_32519935",20,55,11,0.833333,0.833333,1,,"2,13,20,26,28,34,41,48,50,57,60,69,77,78,79,83,86,87,98,99","HR+,HER2+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,HER2+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+","Triple Neg,HER2+,HER2+,HER2+,HER2+,HR+,HR+,Triple Neg,HER2+,HER2+,HER2+,HER2+,Triple Neg,HR+,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+","[[0.0, 0.315517, 0.684483], [1.0, 0.0, 0.0], [0.184, 0.274746, 0.541254], [1.0, 0.0, 0.0], [0.818, 0.086698, 0.095302], [0.006, 0.796403, 0.197597], [0.002, 0.648062, 0.349938], [0.004, 0.297461, 0.698539], [0.9, 0.050093, 0.049907], [1.0, 0.0, 0.0], [0.818, 0.150131, 0.031869], [0.184, 0.380549, 0.435451], [0.0, 0.497182, 0.502818], [0.004, 0.872974, 0.123026], [0.0, 0.362211, 0.637789], [0.022, 0.568823, 0.409177], [0.0, 0.600933, 0.399067], [0.0, 0.251156, 0.748844], [0.022, 0.763791, 0.214209], [1.0, 0.0, 0.0]]",6.5
kw_nmc_kgrid,25,2,1.0,0.2,0.77381,0.849206,0.977106,0.7,0.184089,"{""selector__k"": 30}",5,30,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_35444422_40926154,chr17_1542118_1560766","chr15_22163893_32511475,chr12_36739877_67332062,chr12_67337260_132389367,chr5_69274433_96603723,chr5_96637773_180644810,chr16_68710277_68751390,chr5_49619946_68850823,chr22_24263116_37678070,chr22_37717564_49509094,chr11_89400624_134432265,chr16_68838368_69397102,chr6_32732764_32738443,chr22_22725750_24228038,chr15_18657388_18683110,chr15_32523241_32594902,chr15_20307869_21982746,chr16_28087_14817706,chr15_739595_18454050,chr2_91057159_91321476,chr2_131945577_132196569,chr6_32634044_32728487,chr22_15433500_22665928,chr22_37683612_37705310,chr17_22399576_27351012,chr6_30021894_32519935,chr11_55225136_56294614,chr6_92035339_170943103,chr9_42913008_110081531,chr4_190887518_191165971,chr6_1535319_30010234",20,55,13,0.849206,0.77381,0,,"3,6,19,23,25,29,37,39,40,42,43,49,55,56,59,67,70,73,74,94","Triple Neg,HER2+,HR+,HER2+,HER2+,HR+,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,HER2+,HER2+,HR+,HR+,Triple Neg","Triple Neg,HER2+,HR+,HER2+,HER2+,HR+,HR+,HER2+,Triple Neg,HR+,Triple Neg,Triple Neg,Triple Neg,HER2+,Triple Neg,HER2+,HER2+,HR+,HR+,Triple Neg","[[0.0, 0.121596, 0.878404], [0.878, 0.05879, 0.06321], [0.01, 0.834062, 0.155938], [1.0, 0.0, 0.0], [0.992, 0.003366, 0.004634], [0.0, 0.788853, 0.211147], [0.0, 0.54573, 0.45427], [0.968, 0.019432, 0.012568], [0.002, 0.432743, 0.565257], [0.002, 0.604532, 0.393468], [0.02, 0.207043, 0.772957], [0.0, 0.402701, 0.597299], [0.07, 0.177272, 0.752728], [0.968, 0.015727, 0.016273], [0.0, 0.266998, 0.733002], [0.974, 0.019488, 0.006512], [1.0, 0.0, 0.0], [0.0, 0.722216, 0.277784], [0.0, 0.792431, 0.207569], [0.0, 0.184076, 0.815924]]",6.4
kw_nmc_kgrid,25,3,1.0,0.2,0.791667,0.861111,0.929563,0.71,0.141264,"{""selector__k"": 15}",5,15,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_166452_6907624,chr17_77442683_77503685","chr16_68838368_69397102,chr12_36739877_67332062,chr5_69274433_96603723,chr5_96637773_180644810,chr16_28087_14817706,chr16_69763173_88690571,chr16_54390012_68679377,chr12_67337260_132389367,chr22_24263116_37678070,chr16_68710277_68751390,chr16_45058242_54336421,chr3_586636_75535753,chr5_49619946_68850823,chr15_18657388_18683110,chr22_22725750_24228038",20,54,14,0.916667,0.875,1,,"0,1,4,5,11,22,24,31,32,33,38,47,66,68,72,75,82,84,90,93","HER2+,HR+,Triple Neg,HR+,Triple Neg,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+","HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+","[[1.0, 0.0, 0.0], [0.0, 0.170791, 0.829209], [0.03, 0.805397, 0.164603], [0.05, 0.616446, 0.333554], [0.0, 0.419743, 0.580257], [0.0, 0.514903, 0.485097], [0.0, 0.873691, 0.126309], [0.946, 0.033746, 0.020254], [0.002, 0.552115, 0.445885], [0.998, 0.001027, 0.000973], [0.0, 0.460616, 0.539384], [1.0, 0.0, 0.0], [0.0, 0.64889, 0.35111], [1.0, 0.0, 0.0], [0.154, 0.311178, 0.534822], [0.05, 0.155248, 0.794752], [0.0, 0.170064, 0.829936], [0.984, 0.006821, 0.009179], [0.0, 0.136526, 0.863474], [0.0, 0.894213, 0.105787]]",6.5
kw_nmc_kgrid,25,4,1.0,0.2,0.714286,0.809524,0.930403,0.68,0.17932,"{""selector__k"": 50}",5,50,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr17_1542118_1560766,chr17_984101_1003742","chr22_37717564_49509094,chr22_24263116_37678070,chr16_68838368_69397102,chr22_15433500_22665928,chr16_69763173_88690571,chr16_68710277_68751390,chr16_54390012_68679377,chr22_22725750_24228038,chr6_30021894_32519935,chr12_67337260_132389367,chr6_1535319_30010234,chr16_28087_14817706,chr11_89400624_134432265,chr5_96637773_180644810,chr12_36739877_67332062,chr5_49619946_68850823,chr15_22163893_32511475,chr15_18657388_18683110,chr6_92035339_170943103,chr15_739595_18454050,chr23_96116_214107,chr17_2361350_18868037,chr5_69274433_96603723,chr6_32766023_91964331,chr7_141965869_141978333,chr15_32523241_32594902,chr16_15039224_33875313,chr14_105654998_105839439,chr2_8972669_89953713,chr17_984101_1003742,chr19_20552279_24157855,chr17_77535412_78653545,chr17_465054_974692,chr17_1008443_1536140,chr19_20422576_20493401,chr3_586636_75535753,chr1_149369522_149394958,chr1_3149648_3157982,chr11_51244499_55118214,chr17_1562322_1703117,chr17_403833_446414,chr16_54354643_54379834,chr22_37683612_37705310,chr19_3363749_20383210,chr14_22022060_73047267,chr21_13334960_13435755,chr3_196908262_196937230,chr17_1718892_1845756,chr17_1890246_2286311,chr2_131945577_132196569",20,54,14,0.809524,0.714286,0,,"9,12,16,17,18,27,36,52,53,54,62,63,71,76,88,89,91,92,96,97","HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,Triple Neg,HER2+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,HR+","HER2+,HER2+,HR+,HER2+,HR+,HR+,HR+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HER2+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,Triple Neg","[[0.796, 0.067709, 0.136291], [1.0, 0.0, 0.0], [0.0, 0.840519, 0.159481], [1.0, 0.0, 0.0], [0.0, 0.824189, 0.175811], [0.0, 0.773055, 0.226945], [0.06, 0.522985, 0.417015], [0.0, 0.809881, 0.190119], [0.096, 0.392207, 0.511793], [0.038, 0.787543, 0.174457], [0.168, 0.162324, 0.669676], [0.778, 0.049988, 0.172012], [0.924, 0.055123, 0.020877], [0.984, 0.005526, 0.010474], [0.0, 0.351025, 0.648975], [0.0, 0.737655, 0.262345], [0.0, 0.607459, 0.392541], [0.0, 0.090998, 0.909002], [0.0, 0.58894, 0.41106], [0.0, 0.328889, 0.671111]]",6.4
kw_nmc_kgrid,25,5,1.0,0.15,0.714286,0.809524,0.970696,0.756667,0.099219,"{""selector__k"": 30}",5,30,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1703729_1713758,chr3_196908262_196937230","chr5_96637773_180644810,chr15_22163893_32511475,chr12_36739877_67332062,chr16_68838368_69397102,chr16_68710277_68751390,chr6_1535319_30010234,chr5_69274433_96603723,chr12_67337260_132389367,chr6_32732764_32738443,chr6_30021894_32519935,chr5_49619946_68850823,chr4_190887518_191165971,chr15_18657388_18683110,chr16_69417987_69744010,chr22_24263116_37678070,chr11_5777496_7757329,chr6_32766023_91964331,chr15_20307869_21982746,chr15_739595_18454050,chr6_32634044_32728487,chr16_28087_14817706,chr16_69763173_88690571,chr11_5742476_5762182,chr3_586636_75535753,chr20_8747_12478772,chr17_22399576_27351012,chr16_54390012_68679377,chr16_15039224_33875313,chr14_105602756_105630089,chr23_3229_45135",20,54,14,0.809524,0.714286,0,,"7,8,10,14,15,21,30,35,44,45,46,51,58,61,64,65,80,81,85,95","HER2+,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+,HR+,HR+,HR+,Triple Neg,HER2+,HR+,Triple Neg,HR+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,HER2+","HER2+,HR+,HR+,HR+,HR+,HER2+,HR+,HR+,HR+,HR+,HER2+,HR+,Triple Neg,HR+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,HER2+","[[1.0, 0.0, 0.0], [0.0, 0.561723, 0.438277], [0.008, 0.907724, 0.084276], [0.0, 0.637759, 0.362241], [0.01, 0.597771, 0.392229], [0.83, 0.141573, 0.028427], [0.0, 0.802243, 0.197757], [0.0, 0.718301, 0.281699], [0.0, 0.766277, 0.233723], [0.014, 0.642344, 0.343656], [0.826, 0.108056, 0.065944], [0.0, 0.854989, 0.145011], [0.0, 0.352314, 0.647686], [0.0, 0.747846, 0.252154], [0.0, 0.525112, 0.474888], [1.0, 0.0, 0.0], [0.0, 0.2448, 0.7552], [0.0, 0.32928, 0.67072], [0.762, 0.149779, 0.088221], [0.988, 0.005649, 0.006351]]",6.4
