pipeline,repeat,outer_fold,stage1_bal_acc,stage2_bal_acc,balanced_accuracy,auroc_macro,best_inner_score,stage2_best_inner_std,best_params,stage1_n_features,n_features_selected,stage1_features,selected_features,n_test,n_train_s2,n_routed_to_s2,test_indices,y_true,y_pred,proba_combined,fold_seconds
kw_nmc,31,5,1.0,0.714286,0.809524,0.882784,0.87,0.089691,"{""selector__k"": 50}",5,50,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr17_1542118_1560766,chr17_1718892_1845756","chr5_96637773_180644810,chr15_22163893_32511475,chr15_18657388_18683110,chr22_24263116_37678070,chr5_69274433_96603723,chr4_190887518_191165971,chr12_36739877_67332062,chr5_49619946_68850823,chr12_67337260_132389367,chr16_68710277_68751390,chr6_1535319_30010234,chr16_28087_14817706,chr6_30021894_32519935,chr15_20307869_21982746,chr22_22725750_24228038,chr6_32732764_32738443,chr16_68838368_69397102,chr22_15433500_22665928,chr22_37717564_49509094,chr15_739595_18454050,chr16_15039224_33875313,chr17_77535412_78653545,chr1_17030134_22668805,chr8_47575650_146264846,chr15_32523241_32594902,chr6_32766023_91964331,chr17_403833_446414,chr16_54354643_54379834,chr4_93240865_190844427,chr3_193476462_196656506,chr15_18722595_20060061,chr11_5777496_7757329,chr6_32634044_32728487,chr10_115544_38563575,chr1_120313797_120737345,chr3_586636_75535753,chr16_69417987_69744010,chr3_164112881_193467200,chr16_69763173_88690571,chr16_54390012_68679377,chr3_196908262_196937230,chr1_245134410_245433846,chr15_53166_592121,chr2_8972669_89953713,chr10_42150759_46371243,chr11_89400624_134432265,chr1_149369522_149394958,chr17_22399576_27351012,chr2_131945577_132196569,chr15_22038880_22138119",20,54,14,"6,8,21,33,34,37,42,43,45,58,61,63,71,74,76,77,83,87,91,96","HER2+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HR+,HER2+,Triple Neg,HR+,Triple Neg,HR+,HR+","HER2+,HR+,HER2+,HER2+,HR+,HR+,HR+,Triple Neg,HR+,Triple Neg,HR+,HER2+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,HR+,HR+","[[0.992, 0.003978, 0.004022], [0.0, 0.749696, 0.250304], [0.948, 0.044591, 0.007409], [1.0, 0.0, 0.0], [0.0, 0.641805, 0.358195], [0.0, 0.698734, 0.301266], [0.006, 0.58055, 0.41345], [0.0, 0.236603, 0.763397], [0.004, 0.729581, 0.266419], [0.0, 0.240883, 0.759117], [0.0, 0.786551, 0.213449], [0.768, 0.140618, 0.091382], [0.886, 0.100422, 0.013578], [0.0, 0.8866, 0.1134], [0.986, 0.007319, 0.006681], [0.0, 0.767657, 0.232343], [0.04, 0.653265, 0.306735], [0.0, 0.234292, 0.765708], [0.0, 0.872312, 0.127688], [0.0, 0.606816, 0.393184]]",5.9
kw_nmc,32,1,1.0,0.607143,0.738095,0.935287,0.836667,0.111754,"{""selector__k"": 15}",5,15,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr3_196908262_196937230,chr17_77442683_77503685","chr5_96637773_180644810,chr5_69274433_96603723,chr5_49619946_68850823,chr16_68838368_69397102,chr12_67337260_132389367,chr6_32732764_32738443,chr12_36739877_67332062,chr22_24263116_37678070,chr16_68710277_68751390,chr16_69417987_69744010,chr15_22163893_32511475,chr6_30021894_32519935,chr6_1535319_30010234,chr2_8972669_89953713,chr15_18657388_18683110",20,55,13,"0,3,4,7,24,30,45,46,47,52,53,59,60,68,72,74,77,83,85,92","HER2+,Triple Neg,Triple Neg,HER2+,HR+,HR+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,HR+,HER2+,HER2+,HR+,HR+,Triple Neg,HR+,HER2+,Triple Neg","HER2+,Triple Neg,HR+,HER2+,HR+,HR+,HR+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,HER2+,HR+,HR+,HR+,Triple Neg,HER2+,Triple Neg","[[1.0, 0.0, 0.0], [0.042, 0.200148, 0.757852], [0.056, 0.489758, 0.454242], [1.0, 0.0, 0.0], [0.0, 0.857195, 0.142805], [0.0, 0.802681, 0.197319], [0.0, 0.770309, 0.229691], [0.858, 0.087638, 0.054362], [1.0, 0.0, 0.0], [0.0, 0.870124, 0.129876], [0.208, 0.172925, 0.619075], [0.052, 0.210787, 0.737213], [0.984, 0.01359, 0.00241], [1.0, 0.0, 0.0], [0.082, 0.704407, 0.213593], [0.0, 0.857195, 0.142805], [0.0, 0.709684, 0.290316], [0.166, 0.37704, 0.45696], [0.834, 0.127487, 0.038513], [0.0, 0.267242, 0.732758]]",6.9
kw_nmc,32,2,1.0,0.5,0.666667,0.798687,,,"{""selector__k"": 5}",5,5,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr8_166452_6907624","chr5_96637773_180644810,chr12_67337260_132389367,chr12_36739877_67332062,chr5_69274433_96603723,chr16_28087_14817706",20,55,13,"5,9,15,19,26,32,33,37,38,41,51,54,58,63,65,69,70,82,95,98","HR+,HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,Triple Neg,HER2+,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+","HR+,HER2+,HR+,HR+,HER2+,HR+,HER2+,HR+,HR+,HR+,HR+,HR+,HR+,HER2+,HER2+,HR+,HER2+,HR+,HER2+,HR+","[[0.016, 0.536108, 0.447892], [0.966, 0.006639, 0.027361], [0.0, 0.795029, 0.204971], [0.004, 0.741572, 0.254428], [1.0, 0.0, 0.0], [0.016, 0.732638, 0.251362], [1.0, 0.0, 0.0], [0.0, 0.744551, 0.255449], [0.0, 0.544825, 0.455175], [0.012, 0.735616, 0.252384], [0.0, 0.544825, 0.455175], [0.016, 0.536108, 0.447892], [0.0, 0.694956, 0.305044], [0.794, 0.153377, 0.052623], [1.0, 0.0, 0.0], [0.112, 0.561066, 0.326934], [1.0, 0.0, 0.0], [0.0, 0.744551, 0.255449], [0.96, 0.021793, 0.018207], [0.002, 0.857616, 0.140384]]",5.8
kw_nmc,32,3,1.0,0.9375,0.958333,0.985119,0.836667,0.071024,"{""selector__k"": 20}",5,20,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr17_1542118_1560766,chr17_1890246_2286311","chr16_68838368_69397102,chr12_36739877_67332062,chr15_22163893_32511475,chr16_28087_14817706,chr22_24263116_37678070,chr16_68710277_68751390,chr5_96637773_180644810,chr16_54390012_68679377,chr16_45058242_54336421,chr6_32766023_91964331,chr22_37717564_49509094,chr6_30021894_32519935,chr6_1535319_30010234,chr16_69763173_88690571,chr5_69274433_96603723,chr15_32523241_32594902,chr6_32732764_32738443,chr22_22725750_24228038,chr2_91057159_91321476,chr11_89400624_134432265",20,54,14,"1,6,8,11,13,28,35,39,40,55,56,61,64,66,71,73,75,86,88,90","HR+,HER2+,Triple Neg,Triple Neg,HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,HR+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,Triple Neg","HR+,HER2+,Triple Neg,Triple Neg,HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,Triple Neg,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,Triple Neg","[[0.0, 0.515527, 0.484473], [0.972, 0.014352, 0.013648], [0.0, 0.441244, 0.558756], [0.006, 0.234521, 0.759479], [1.0, 0.0, 0.0], [0.936, 0.027175, 0.036825], [0.0, 0.531784, 0.468216], [0.972, 0.012355, 0.015645], [0.004, 0.584814, 0.411186], [0.02, 0.311565, 0.668435], [0.972, 0.012355, 0.015645], [0.0, 0.665902, 0.334098], [0.0, 0.389133, 0.610867], [0.0, 0.693476, 0.306524], [0.874, 0.103896, 0.022104], [0.0, 0.760578, 0.239422], [0.004, 0.41159, 0.58441], [0.0, 0.739199, 0.260801], [0.0, 0.323586, 0.676414], [0.0, 0.135406, 0.864594]]",5.9
kw_nmc,32,4,1.0,0.785714,0.857143,0.941392,0.753333,0.09153,"{""selector__k"": 30}",5,30,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr8_166452_6907624","chr16_68838368_69397102,chr16_69763173_88690571,chr16_68710277_68751390,chr23_3229_45135,chr16_54390012_68679377,chr22_24263116_37678070,chr5_96637773_180644810,chr15_22163893_32511475,chr1_149369522_149394958,chr22_37683612_37705310,chr15_739595_18454050,chr22_37717564_49509094,chr5_69274433_96603723,chr5_49619946_68850823,chr4_190887518_191165971,chr16_28087_14817706,chr15_18657388_18683110,chr22_22725750_24228038,chr23_96116_214107,chr12_67337260_132389367,chr3_586636_75535753,chr22_15433500_22665928,chr12_36739877_67332062,chr17_77535412_78653545,chr6_92035339_170943103,chr17_41983407_42049540,chr11_55225136_56294614,chr16_45058242_54336421,chr16_69417987_69744010,chr7_141965869_141978333",20,54,14,"10,14,16,17,21,22,25,29,34,42,48,49,62,76,79,80,84,89,97,99","HR+,Triple Neg,HR+,HER2+,HER2+,HR+,HER2+,HR+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HER2+,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+,HER2+","HR+,Triple Neg,HR+,HER2+,HER2+,Triple Neg,HER2+,HR+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HER2+,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,HER2+","[[0.004, 0.908247, 0.087753], [0.0, 0.33039, 0.66961], [0.008, 0.801506, 0.190494], [1.0, 0.0, 0.0], [0.994, 0.005068, 0.000932], [0.0, 0.255732, 0.744268], [1.0, 0.0, 0.0], [0.0, 0.737454, 0.262546], [0.008, 0.661165, 0.330835], [0.008, 0.747461, 0.244539], [0.012, 0.220978, 0.767022], [0.0, 0.390257, 0.609743], [0.01, 0.207009, 0.782991], [0.94, 0.017237, 0.042763], [0.0, 0.471902, 0.528098], [0.0, 0.125418, 0.874582], [0.94, 0.027133, 0.032867], [0.002, 0.784195, 0.213805], [0.0, 0.492114, 0.507886], [1.0, 0.0, 0.0]]",5.9
kw_nmc,32,5,1.0,0.857143,0.904762,0.970696,0.8,0.067495,"{""selector__k"": 30}",5,30,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_63810_90816,chr8_166452_6907624","chr16_68710277_68751390,chr15_22163893_32511475,chr5_96637773_180644810,chr22_24263116_37678070,chr12_36739877_67332062,chr12_67337260_132389367,chr22_22725750_24228038,chr11_89400624_134432265,chr22_37717564_49509094,chr15_18657388_18683110,chr15_739595_18454050,chr6_1535319_30010234,chr16_68838368_69397102,chr5_69274433_96603723,chr16_28087_14817706,chr22_15433500_22665928,chr6_32766023_91964331,chr6_30021894_32519935,chr16_15039224_33875313,chr16_69763173_88690571,chr16_54390012_68679377,chr5_49619946_68850823,chr4_190887518_191165971,chr22_37683612_37705310,chr15_53166_592121,chr6_92035339_170943103,chr15_20307869_21982746,chr21_13334960_13435755,chr15_32523241_32594902,chr11_5777496_7757329",20,54,14,"2,12,18,20,23,27,31,36,43,44,50,57,67,78,81,87,91,93,94,96","HR+,HER2+,HR+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+,Triple Neg,HR+","Triple Neg,HER2+,HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+,Triple Neg,HR+","[[0.0, 0.240351, 0.759649], [0.984, 0.003247, 0.012753], [0.0, 0.849787, 0.150213], [0.05, 0.355139, 0.594861], [0.984, 0.002258, 0.013742], [0.0, 0.563073, 0.436927], [0.922, 0.040471, 0.037529], [0.0, 0.44551, 0.55449], [0.0, 0.123427, 0.876573], [0.0, 0.804352, 0.195648], [0.968, 0.016784, 0.015216], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.0, 0.866211, 0.133789], [0.0, 0.22568, 0.77432], [0.0, 0.298394, 0.701606], [0.0, 0.694809, 0.305191], [0.0, 0.9201, 0.0799], [0.002, 0.223727, 0.774273], [0.002, 0.685206, 0.312794]]",5.9
kw_nmc,33,1,1.0,0.607143,0.738095,0.908425,0.873333,0.110855,"{""selector__k"": 20}",5,20,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr3_196908262_196937230","chr16_68710277_68751390,chr16_68838368_69397102,chr5_96637773_180644810,chr16_69763173_88690571,chr6_30021894_32519935,chr16_54390012_68679377,chr6_1535319_30010234,chr15_22163893_32511475,chr12_36739877_67332062,chr16_28087_14817706,chr5_69274433_96603723,chr3_586636_75535753,chr15_18657388_18683110,chr12_67337260_132389367,chr22_24263116_37678070,chr6_32732764_32738443,chr6_92035339_170943103,chr11_5777496_7757329,chr22_37717564_49509094,chr16_69417987_69744010",20,55,13,"1,4,9,10,12,14,16,25,27,35,44,45,50,58,64,67,68,84,86,92","HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HR+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,HER2+,HER2+,HR+,Triple Neg","Triple Neg,HR+,HER2+,HR+,HER2+,Triple Neg,HR+,HER2+,HR+,HR+,HR+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,HER2+,HER2+,HR+,Triple Neg","[[0.0, 0.352806, 0.647194], [0.0, 0.6347, 0.3653], [0.738, 0.094985, 0.167015], [0.008, 0.926063, 0.065937], [0.998, 0.000295, 0.001705], [0.0, 0.438649, 0.561351], [0.016, 0.79245, 0.19155], [1.0, 0.0, 0.0], [0.038, 0.591712, 0.370288], [0.0, 0.582308, 0.417692], [0.0, 0.689044, 0.310956], [0.002, 0.781403, 0.216597], [0.942, 0.034169, 0.023831], [0.0, 0.164064, 0.835936], [0.004, 0.484592, 0.511408], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.978, 0.008807, 0.013193], [0.014, 0.725093, 0.260907], [0.0, 0.122722, 0.877278]]",7.2
kw_nmc,33,2,1.0,0.785714,0.857143,0.965354,0.716667,0.10328,"{""selector__k"": 15}",5,15,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr17_1542118_1560766,chr17_41983407_42049540","chr16_68838368_69397102,chr5_96637773_180644810,chr5_69274433_96603723,chr12_67337260_132389367,chr16_68710277_68751390,chr5_49619946_68850823,chr16_69763173_88690571,chr12_36739877_67332062,chr11_89400624_134432265,chr16_54390012_68679377,chr15_22163893_32511475,chr22_24263116_37678070,chr15_18657388_18683110,chr22_37717564_49509094,chr6_92035339_170943103",20,55,13,"3,13,24,28,29,39,53,57,59,60,62,71,72,77,80,91,93,94,95,97","Triple Neg,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+,Triple Neg,HER2+,HR+","Triple Neg,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,Triple Neg","[[0.006, 0.117397, 0.876603], [1.0, 0.0, 0.0], [0.0, 0.81547, 0.18453], [0.838, 0.073326, 0.088674], [0.0, 0.820062, 0.179938], [0.988, 0.003835, 0.008165], [0.178, 0.166983, 0.655017], [0.998, 0.000924, 0.001076], [0.0, 0.235775, 0.764225], [0.824, 0.131711, 0.044289], [0.012, 0.251842, 0.736158], [0.926, 0.055379, 0.018621], [0.012, 0.640861, 0.347139], [0.0, 0.319582, 0.680418], [0.002, 0.1424, 0.8556], [0.0, 0.45199, 0.54801], [0.0, 0.874932, 0.125068], [0.0, 0.318316, 0.681684], [0.992, 0.00582, 0.00218], [0.0, 0.319582, 0.680418]]",6.0
kw_nmc,33,3,1.0,0.833333,0.888889,0.925099,0.72,0.069442,"{""selector__k"": 75}",5,75,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_1890246_2286311","chr22_24263116_37678070,chr5_96637773_180644810,chr5_49619946_68850823,chr5_69274433_96603723,chr16_28087_14817706,chr22_22725750_24228038,chr22_37717564_49509094,chr22_15433500_22665928,chr14_105654998_105839439,chr15_22163893_32511475,chr12_36739877_67332062,chr12_67337260_132389367,chr16_15039224_33875313,chr6_1535319_30010234,chr3_586636_75535753,chr16_68710277_68751390,chr16_68838368_69397102,chr17_77535412_78653545,chr4_190887518_191165971,chr15_18657388_18683110,chr22_37683612_37705310,chr6_32732764_32738443,chr14_73106558_105584008,chr6_30021894_32519935,chr12_435020_9432943,chr14_105907191_106349756,chr23_3229_45135,chr20_8747_12478772,chr17_403833_446414,chr15_739595_18454050,chr14_105602756_105630089,chr14_22022060_73047267,chr10_42150759_46371243,chr16_69763173_88690571,chr19_20422576_20493401,chr15_20307869_21982746,chr23_96116_214107,chr1_149369522_149394958,chr16_45058242_54336421,chr15_32523241_32594902,chr19_56816785_56859204,chr12_9633884_10453531,chr12_10497371_11375835,chr16_54354643_54379834,chr21_13334960_13435755,chr17_41983407_42049540,chr11_5777496_7757329,chr12_33854_397918,chr19_3363749_20383210,chr6_32766023_91964331,chr8_47575650_146264846,chr6_32586131_32600962,chr2_8972669_89953713,chr16_54390012_68679377,chr1_17030134_22668805,chr3_196908262_196937230,chr19_20552279_24157855,chr20_40075620_62379059,chr2_131945577_132196569,chr1_3125822_3137481,chr2_91494116_130410215,chr2_130427665_130453073,chr10_115544_38563575,chr16_69417987_69744010,chr1_3149648_3157982,chr21_14334542_46914686,chr1_1676445_1703748,chr1_120313797_120737345,chr17_984101_1003742,chr6_32605300_32629848,chr11_51244499_55118214,chr4_93240865_190844427,chr3_75845446_90391698,chr23_90837054_91203848,chr14_73071404_73092018",20,54,14,"6,17,30,34,36,38,40,46,54,61,63,65,74,75,76,78,81,82,89,96","HER2+,HER2+,HR+,HR+,Triple Neg,Triple Neg,HR+,HER2+,HR+,HR+,HER2+,HER2+,HR+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+","HER2+,HER2+,HR+,HR+,HR+,Triple Neg,HR+,HER2+,HR+,HR+,HER2+,HER2+,HR+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+","[[0.972, 0.01235, 0.01565], [1.0, 0.0, 0.0], [0.0, 0.78496, 0.21504], [0.002, 0.524202, 0.473798], [0.038, 0.547984, 0.414016], [0.0, 0.304168, 0.695832], [0.004, 0.503214, 0.492786], [1.0, 0.0, 0.0], [0.052, 0.588542, 0.359458], [0.0, 0.578624, 0.421376], [0.792, 0.097719, 0.110281], [1.0, 0.0, 0.0], [0.0, 0.859144, 0.140856], [0.004, 0.447277, 0.548723], [0.992, 0.004514, 0.003486], [0.004, 0.571391, 0.424609], [0.0, 0.221075, 0.778925], [0.0, 0.185451, 0.814549], [0.004, 0.685531, 0.310469], [0.0, 0.534137, 0.465863]]",6.1
kw_nmc,33,4,1.0,0.714286,0.809524,0.934066,0.696667,0.138404,"{""selector__k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr3_196908262_196937230,chr8_166452_6907624","chr22_24263116_37678070,chr6_32766023_91964331,chr11_89400624_134432265,chr12_67337260_132389367,chr16_68838368_69397102,chr22_37717564_49509094,chr12_36739877_67332062,chr22_22725750_24228038,chr5_96637773_180644810,chr6_32732764_32738443,chr5_69274433_96603723,chr6_92035339_170943103,chr15_22163893_32511475,chr6_30021894_32519935,chr6_1535319_30010234,chr16_54390012_68679377,chr16_28087_14817706,chr11_51244499_55118214,chr7_141965869_141978333,chr5_49619946_68850823,chr10_115544_38563575,chr11_70562838_89296560,chr17_77535412_78653545,chr16_45058242_54336421,chr16_69763173_88690571,chr1_120313797_120737345,chr2_91057159_91321476,chr2_8972669_89953713,chr15_32523241_32594902,chr11_55225136_56294614,chr2_91494116_130410215,chr10_42150759_46371243,chr16_68710277_68751390,chr15_20307869_21982746,chr23_96116_214107,chr15_739595_18454050,chr22_15433500_22665928,chr16_69417987_69744010,chr15_18657388_18683110,chr21_13334960_13435755,chr2_130458581_131785093,chr6_32634044_32728487,chr10_38596435_42057554,chr16_54354643_54379834,chr2_131945577_132196569,chr4_190887518_191165971,chr17_403833_446414,chr23_88434081_88986061,chr17_984101_1003742,chr23_52844235_66511655",20,54,14,"0,8,18,26,32,37,41,47,49,51,52,55,66,69,70,79,85,88,98,99","HER2+,Triple Neg,HR+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HER2+","HER2+,HR+,HR+,HER2+,HR+,Triple Neg,HR+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HR+,HER2+","[[1.0, 0.0, 0.0], [0.0, 0.679679, 0.320321], [0.0, 0.870783, 0.129217], [1.0, 0.0, 0.0], [0.0, 0.777415, 0.222585], [0.002, 0.48932, 0.50868], [0.004, 0.817454, 0.178546], [1.0, 0.0, 0.0], [0.0, 0.327841, 0.672159], [0.0, 0.835751, 0.164249], [0.0, 0.925438, 0.074562], [0.0, 0.393341, 0.606659], [0.0, 0.781789, 0.218211], [0.126, 0.281795, 0.592205], [1.0, 0.0, 0.0], [0.0, 0.607886, 0.392114], [0.902, 0.080127, 0.017873], [0.0, 0.485029, 0.514971], [0.0, 0.74439, 0.25561], [1.0, 0.0, 0.0]]",6.1
kw_nmc,33,5,1.0,0.785714,0.857143,0.919414,0.726667,0.115758,"{""selector__k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_166452_6907624,chr8_16373516_28182114","chr15_22163893_32511475,chr12_36739877_67332062,chr15_32523241_32594902,chr16_68710277_68751390,chr16_68838368_69397102,chr12_67337260_132389367,chr15_739595_18454050,chr5_96637773_180644810,chr16_28087_14817706,chr15_18657388_18683110,chr5_49619946_68850823,chr4_190887518_191165971,chr11_89400624_134432265,chr16_69763173_88690571,chr5_69274433_96603723,chr16_69417987_69744010,chr17_35286565_35427554,chr15_20307869_21982746,chr16_54390012_68679377,chr22_24263116_37678070,chr2_91057159_91321476,chr22_22725750_24228038,chr12_36160215_36244407,chr16_15039224_33875313,chr15_53166_592121,chr17_22399576_27351012,chr17_35076296_35282086,chr1_149369522_149394958,chr5_763494_878290,chr6_32766023_91964331,chr6_1535319_30010234,chr17_403833_446414,chr1_17030134_22668805,chr20_29306447_40052114,chr6_32732764_32738443,chr17_35444422_40926154,chr22_37717564_49509094,chr15_22038880_22138119,chr6_30021894_32519935,chr16_45058242_54336421,chr13_18194527_18354969,chr4_93240865_190844427,chr3_164112881_193467200,chr2_131945577_132196569,chr17_27364248_27450834,chr3_193476462_196656506,chr11_5777496_7757329,chr8_35694285_39333915,chr23_3229_45135,chr17_22315936_22324326",20,54,14,"2,5,7,11,15,19,20,21,22,23,31,33,42,43,48,56,73,83,87,90","HR+,HR+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg","Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,HER2+,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg","[[0.0, 0.16623, 0.83377], [0.0, 0.532674, 0.467326], [1.0, 0.0, 0.0], [0.0, 0.46629, 0.53371], [0.0, 0.482807, 0.517193], [0.0, 0.784479, 0.215521], [0.11, 0.186332, 0.703668], [1.0, 0.0, 0.0], [0.0, 0.64147, 0.35853], [1.0, 0.0, 0.0], [0.736, 0.19257, 0.07143], [1.0, 0.0, 0.0], [0.0, 0.440567, 0.559433], [0.0, 0.113387, 0.886613], [0.0, 0.262046, 0.737954], [0.632, 0.264274, 0.103726], [0.0, 0.809482, 0.190518], [0.0, 0.31975, 0.68025], [0.0, 0.254037, 0.745963], [0.0, 0.173366, 0.826634]]",6.1
kw_nmc,34,1,1.0,0.845238,0.896825,0.984737,0.72,0.082597,"{""selector__k"": 30}",5,30,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr8_166452_6907624","chr16_68710277_68751390,chr15_22163893_32511475,chr12_36739877_67332062,chr16_68838368_69397102,chr12_67337260_132389367,chr5_96637773_180644810,chr16_69763173_88690571,chr16_28087_14817706,chr22_24263116_37678070,chr15_18657388_18683110,chr1_17030134_22668805,chr3_75546791_75799957,chr5_69274433_96603723,chr5_49619946_68850823,chr11_89400624_134432265,chr15_32523241_32594902,chr16_54390012_68679377,chr15_20307869_21982746,chr15_739595_18454050,chr4_190887518_191165971,chr22_22725750_24228038,chr4_191191940_191311992,chr15_53166_592121,chr16_69417987_69744010,chr22_37717564_49509094,chr6_32732764_32738443,chr6_1535319_30010234,chr16_15039224_33875313,chr15_18722595_20060061,chr16_45058242_54336421",20,55,13,"5,10,14,17,18,43,47,56,64,67,68,70,78,80,86,87,89,94,97,99","HR+,HR+,Triple Neg,HER2+,HR+,Triple Neg,HER2+,HER2+,HR+,HER2+,HER2+,HER2+,HR+,Triple Neg,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HER2+","HR+,HR+,HR+,HER2+,HR+,Triple Neg,HER2+,HER2+,HR+,HER2+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HR+,HER2+","[[0.022, 0.767736, 0.210264], [0.026, 0.915897, 0.058103], [0.0, 0.523338, 0.476662], [1.0, 0.0, 0.0], [0.0, 0.822083, 0.177917], [0.0, 0.18102, 0.81898], [0.988, 0.004549, 0.007451], [0.748, 0.132965, 0.119035], [0.026, 0.653552, 0.320448], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.032, 0.817815, 0.150185], [0.0, 0.282317, 0.717683], [0.0, 0.4408, 0.5592], [0.0, 0.356728, 0.643272], [0.0, 0.400038, 0.599962], [0.0, 0.497647, 0.502353], [0.0, 0.527638, 0.472362], [1.0, 0.0, 0.0]]",7.1
