pipeline,repeat,outer_fold,balanced_accuracy,auroc_macro,best_inner_score,best_params,n_features_selected,selected_features,y_true,y_pred,fold_seconds
en_rf,29,2,0.833333,0.961233,0.833333,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__C"": 0.0129155, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 50}",50,"chr17_35076296_35282086,chr17_41011530_41494331,chr12_67337260_132389367,chr12_36739877_67332062,chr17_42161364_42873571,chr5_96637773_180644810,chr15_32523241_32594902,chr15_739595_18454050,chr15_18657388_18683110,chr8_166452_6907624,chr17_41983407_42049540,chr15_22163893_32511475,chr6_92035339_170943103,chr22_24263116_37678070,chr16_68838368_69397102,chr8_16373516_28182114,chr22_37717564_49509094,chr11_89400624_134432265,chr17_77535412_78653545,chr5_69274433_96603723,chr17_35444422_40926154,chr19_32545047_34430432,chr16_28087_14817706,chr14_105602756_105630089,chr4_190887518_191165971,chr8_39535655_43515874,chr16_68710277_68751390,chr17_1542118_1560766,chr17_1890246_2286311,chr3_196947293_199383479,chr22_15433500_22665928,chr3_196908262_196937230,chr8_63810_90816,chr3_193476462_196656506,chr1_149369522_149394958,chr8_12511855_16315130,chr6_30021894_32519935,chr6_1535319_30010234,chr15_20307869_21982746,chr5_49619946_68850823,chr9_110114139_138397892,chr8_8148437_12448374,chr20_40075620_62379059,chr17_2361350_18868037,chr15_53166_592121,chr8_35694285_39333915,chr17_465054_974692,chr17_1008443_1536140,chr17_1562322_1703117,chr17_1703729_1713758","HR+,HER2+,Triple Neg,HR+,Triple Neg,HR+,HR+,HER2+,HER2+,Triple Neg,HR+,Triple Neg,HR+,HER2+,Triple Neg,HER2+,HR+,HER2+,HER2+,Triple Neg","HR+,HER2+,HR+,HR+,Triple Neg,HR+,HR+,HER2+,HER2+,HR+,HR+,Triple Neg,HR+,HER2+,Triple Neg,HER2+,HR+,HER2+,HER2+,HR+",3990.7
en_rf,29,3,0.736111,0.87996,0.915556,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 7.74264, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 20}",20,"chr17_35076296_35282086,chr12_36739877_67332062,chr1_17030134_22668805,chr23_3229_45135,chr17_41011530_41494331,chr15_32523241_32594902,chr22_37717564_49509094,chr15_18722595_20060061,chr22_37683612_37705310,chr19_56816785_56859204,chr12_67337260_132389367,chr16_69763173_88690571,chr15_22163893_32511475,chr14_105654998_105839439,chr17_42161364_42873571,chr14_105602756_105630089,chr1_199087690_199111062,chr16_68710277_68751390,chr6_32766023_91964331,chr16_68838368_69397102","HER2+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,Triple Neg,HER2+,HR+","HER2+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,HR+,HR+,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+,HR+,HER2+,HR+",4009.5
en_rf,29,4,0.571429,0.78022,0.862222,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 5, ""selector__C"": 0.16681, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 5}",5,"chr17_35076296_35282086,chr16_68838368_69397102,chr12_36739877_67332062,chr17_41011530_41494331,chr11_89400624_134432265","HER2+,HR+,Triple Neg,Triple Neg,HER2+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+,HR+,HR+,Triple Neg,HR+,HR+,HER2+","HER2+,HR+,HR+,HR+,HER2+,HER2+,HER2+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,HER2+",4024.2
en_rf,29,5,0.857143,0.96337,0.831111,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 7.74264, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 20}",20,"chr17_35076296_35282086,chr1_149369522_149394958,chr17_41011530_41494331,chr16_68838368_69397102,chr6_32766023_91964331,chr22_37683612_37705310,chr17_35286565_35427554,chr6_92035339_170943103,chr16_14956177_14988855,chr16_68710277_68751390,chr12_36739877_67332062,chr3_196908262_196937230,chr17_42161364_42873571,chr18_4316_76110964,chr17_35444422_40926154,chr23_3229_45135,chr12_67337260_132389367,chr16_28087_14817706,chr16_15039224_33875313,chr20_29306447_40052114","HER2+,HR+,HER2+,HR+,HR+,HER2+,HR+,Triple Neg,HER2+,Triple Neg,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HR+,HR+","HER2+,Triple Neg,HER2+,HR+,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HR+,Triple Neg",3998.2
en_rf,3,1,0.833333,0.976801,0.817778,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 5, ""selector__C"": 0.0129155, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 50}",50,"chr17_35076296_35282086,chr6_1535319_30010234,chr6_30021894_32519935,chr6_32586131_32600962,chr6_32605300_32629848,chr6_32634044_32728487,chr6_32732764_32738443,chr6_32766023_91964331,chr6_1436117_1512043,chr7_140213_38060725,chr7_38065862_61275990,chr7_61474815_141189966,chr7_141214728_141245219,chr7_141259727_141549648,chr7_141555761_141947816,chr7_141965869_141978333,chr6_92035339_170943103,chr4_70334625_74719357,chr4_74730754_93211181,chr4_93240865_190844427,chr4_190887518_191165971,chr4_191191940_191311992,chr5_75149_745859,chr5_763494_878290,chr6_655129_1435871,chr5_21979223_32203336,chr5_32209048_45938397,chr5_49619946_68850823,chr5_69274433_96603723,chr5_96637773_180644810,chr6_5839_154410,chr6_204528_634345,chr23_88434081_88986061,chr5_916822_21966989,chr10_38596435_42057554,chr10_42150759_46371243,chr10_46396163_135395562,chr11_182372_5733442,chr11_5742476_5762182,chr11_5777496_7757329,chr11_7762277_7797993,chr7_141989305_143302267,chr11_51244499_55118214,chr11_55124730_55194990,chr11_55200744_55207305,chr11_55225136_56294614,chr11_56304321_58626432,chr11_58634869_68684682,chr11_68740184_68943548,chr11_68972488_70505018","HR+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,HER2+,HER2+,Triple Neg,HR+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HER2+,Triple Neg","HR+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,HER2+,HER2+,Triple Neg,HR+,HR+,HER2+,HER2+,HR+,HR+,Triple Neg,HR+,HER2+,HR+",3471.7
en_rf,3,2,0.738095,0.881563,0.866667,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.16681, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 50}",50,"chr17_35076296_35282086,chr16_68838368_69397102,chr15_22163893_32511475,chr22_24263116_37678070,chr12_36739877_67332062,chr17_42161364_42873571,chr12_67337260_132389367,chr16_28087_14817706,chr15_18657388_18683110,chr17_41011530_41494331,chr3_196908262_196937230,chr5_96637773_180644810,chr6_32766023_91964331,chr3_193476462_196656506,chr6_92035339_170943103,chr11_89400624_134432265,chr3_164112881_193467200,chr15_32523241_32594902,chr17_403833_446414,chr15_739595_18454050,chr5_49619946_68850823,chr7_140213_38060725,chr5_69274433_96603723,chr5_32209048_45938397,chr4_93240865_190844427,chr6_5839_154410,chr6_32732764_32738443,chr4_190887518_191165971,chr6_32634044_32728487,chr6_32605300_32629848,chr6_30021894_32519935,chr4_191191940_191311992,chr6_1535319_30010234,chr6_1436117_1512043,chr6_655129_1435871,chr5_75149_745859,chr5_763494_878290,chr5_916822_21966989,chr5_21979223_32203336,chr6_204528_634345,chr6_32586131_32600962,chr8_39356595_39505256,chr8_39535655_43515874,chr8_47575650_146264846,chr9_153131_40520747,chr9_42913008_110081531,chr9_110086022_110108926,chr9_110114139_138397892,chr7_141214728_141245219,chr10_38596435_42057554","Triple Neg,HR+,Triple Neg,HR+,HR+,Triple Neg,HER2+,HR+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HER2+,HR+,Triple Neg,HR+,HER2+","HR+,HR+,HR+,HR+,HR+,HR+,HER2+,Triple Neg,HER2+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,HER2+",3363.8
en_rf,3,3,0.777778,0.921131,0.811111,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.0129155, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr6_1535319_30010234,chr6_30021894_32519935,chr6_32586131_32600962,chr6_32605300_32629848,chr6_32634044_32728487,chr6_32732764_32738443,chr6_32766023_91964331,chr6_1436117_1512043,chr7_140213_38060725","HER2+,HER2+,HR+,Triple Neg,HER2+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,HR+,Triple Neg,HR+,HR+,HER2+,HR+,HR+,HR+,Triple Neg,Triple Neg","HER2+,HER2+,HR+,HR+,HER2+,HER2+,HER2+,Triple Neg,HR+,HR+,HR+,HR+,HR+,HR+,HER2+,HR+,HR+,HR+,Triple Neg,HR+",3430.1
en_rf,3,4,0.857143,0.941392,0.831111,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.16681, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 50}",50,"chr17_35076296_35282086,chr17_41011530_41494331,chr12_36739877_67332062,chr15_22163893_32511475,chr16_28087_14817706,chr16_68838368_69397102,chr22_37683612_37705310,chr6_32766023_91964331,chr5_96637773_180644810,chr12_67337260_132389367,chr15_18657388_18683110,chr22_37717564_49509094,chr15_739595_18454050,chr1_149369522_149394958,chr2_131945577_132196569,chr3_196908262_196937230,chr6_1535319_30010234,chr23_92209094_152935130,chr14_105654998_105839439,chr16_69763173_88690571,chr2_91057159_91321476,chr21_13334960_13435755,chr8_166452_6907624,chr15_32523241_32594902,chr16_68710277_68751390,chr6_30021894_32519935,chr20_8747_12478772,chr17_2361350_18868037,chr2_8972669_89953713,chr6_92035339_170943103,chr11_89400624_134432265,chr5_21979223_32203336,chr6_32732764_32738443,chr5_916822_21966989,chr5_763494_878290,chr6_32634044_32728487,chr4_191191940_191311992,chr6_32605300_32629848,chr5_32209048_45938397,chr5_49619946_68850823,chr5_69274433_96603723,chr6_1436117_1512043,chr6_5839_154410,chr6_655129_1435871,chr6_204528_634345,chr6_32586131_32600962,chr11_7803570_50337734,chr11_5777496_7757329,chr11_5742476_5762182,chr11_182372_5733442","HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HR+,HR+,Triple Neg,HR+,HER2+,HER2+,HR+,Triple Neg,HER2+,Triple Neg,HER2+,HR+","HER2+,HR+,Triple Neg,HR+,Triple Neg,Triple Neg,HR+,HER2+,HR+,HR+,Triple Neg,HR+,HER2+,HER2+,HR+,Triple Neg,HER2+,Triple Neg,HER2+,HR+",3490.3
en_rf,3,5,0.666667,0.809524,0.886667,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 5, ""selector__C"": 0.0129155, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 50}",50,"chr17_35076296_35282086,chr6_1535319_30010234,chr6_30021894_32519935,chr6_32586131_32600962,chr6_32605300_32629848,chr6_32634044_32728487,chr6_32732764_32738443,chr6_32766023_91964331,chr6_1436117_1512043,chr7_140213_38060725,chr7_38065862_61275990,chr7_61474815_141189966,chr7_141214728_141245219,chr7_141259727_141549648,chr7_141555761_141947816,chr7_141965869_141978333,chr6_92035339_170943103,chr4_70334625_74719357,chr4_74730754_93211181,chr4_93240865_190844427,chr4_190887518_191165971,chr4_191191940_191311992,chr5_75149_745859,chr5_763494_878290,chr6_655129_1435871,chr5_21979223_32203336,chr5_32209048_45938397,chr5_49619946_68850823,chr5_69274433_96603723,chr5_96637773_180644810,chr6_5839_154410,chr6_204528_634345,chr23_88434081_88986061,chr5_916822_21966989,chr10_38596435_42057554,chr10_42150759_46371243,chr10_46396163_135395562,chr11_182372_5733442,chr11_5742476_5762182,chr11_5777496_7757329,chr11_7762277_7797993,chr7_141989305_143302267,chr11_51244499_55118214,chr11_55124730_55194990,chr11_55200744_55207305,chr11_55225136_56294614,chr11_56304321_58626432,chr11_58634869_68684682,chr11_68740184_68943548,chr11_68972488_70505018","HER2+,HER2+,HR+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+,HER2+,HER2+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,HR+","HER2+,HER2+,Triple Neg,HR+,HER2+,Triple Neg,HR+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,Triple Neg",3457.4
en_rf,30,1,0.785714,0.924298,0.882222,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.16681, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 20}",20,"chr17_35076296_35282086,chr12_36739877_67332062,chr16_68710277_68751390,chr17_41011530_41494331,chr12_67337260_132389367,chr6_32766023_91964331,chr1_149369522_149394958,chr16_28087_14817706,chr6_30021894_32519935,chr15_18657388_18683110,chr22_37717564_49509094,chr6_1535319_30010234,chr17_42161364_42873571,chr5_96637773_180644810,chr15_32523241_32594902,chr16_68838368_69397102,chr17_22399576_27351012,chr15_22163893_32511475,chr6_92035339_170943103,chr17_2361350_18868037","HR+,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,HER2+,HR+,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HER2+","Triple Neg,HR+,HER2+,HR+,HER2+,HR+,HER2+,HR+,Triple Neg,HR+,HER2+,HR+,HER2+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HER2+",4036.4
en_rf,30,2,0.849206,0.953907,0.817778,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 27.8256, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 50}",50,"chr17_35076296_35282086,chr22_37683612_37705310,chr17_42161364_42873571,chr17_41011530_41494331,chr16_68838368_69397102,chr15_22163893_32511475,chr12_36739877_67332062,chr1_193480150_193527058,chr15_32523241_32594902,chr3_196908262_196937230,chr1_199087690_199111062,chr23_3229_45135,chr16_68710277_68751390,chr16_28087_14817706,chr12_67337260_132389367,chr6_32732764_32738443,chr1_149369522_149394958,chr6_32766023_91964331,chr8_63810_90816,chr20_40075620_62379059,chr8_28208003_35676140,chr1_149579637_149598429,chr20_29306447_40052114,chr1_17030134_22668805,chr16_15039224_33875313,chr14_105602756_105630089,chr18_4316_76110964,chr1_72489681_72620747,chr14_105654998_105839439,chr16_45058242_54336421,chr17_77442683_77503685,chr16_14956177_14988855,chr14_22022060_73047267,chr6_32634044_32728487,chr15_18657388_18683110,chr5_69274433_96603723,chr8_39356595_39505256,chr17_22315936_22324326,chr19_232836_236846,chr11_89400624_134432265,chr19_56816785_56859204,chr17_77535412_78653545,chr13_56770498_114123862,chr20_8747_12478772,chr12_9528590_9585156,chr15_20307869_21982746,chr3_75546791_75799957,chr6_92035339_170943103,chr3_95043863_126884366,chr5_763494_878290","HER2+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,HER2+,HER2+,HR+,HR+,HER2+,HR+,HR+,Triple Neg,HR+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg","HER2+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,HER2+,HR+,HR+,HER2+,HR+,HR+,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,Triple Neg",4089.4
en_rf,30,3,0.847222,0.983135,0.862222,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__C"": 7.74264, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 50}",50,"chr17_35076296_35282086,chr23_3229_45135,chr12_67337260_132389367,chr6_32766023_91964331,chr18_4316_76110964,chr16_68838368_69397102,chr1_199087690_199111062,chr6_32732764_32738443,chr17_41011530_41494331,chr12_36739877_67332062,chr16_28087_14817706,chr1_17030134_22668805,chr16_68710277_68751390,chr5_96637773_180644810,chr17_42161364_42873571,chr22_15433500_22665928,chr3_75546791_75799957,chr15_32523241_32594902,chr1_16551324_16997273,chr16_15039224_33875313,chr15_53166_592121,chr14_22022060_73047267,chr15_18657388_18683110,chr6_92035339_170943103,chr15_22163893_32511475,chr14_105602756_105630089,chr17_77442683_77503685,chr13_18194527_18354969,chr11_89400624_134432265,chr5_69274433_96603723,chr17_403833_446414,chr3_164112881_193467200,chr1_193480150_193527058,chr20_8747_12478772,chr23_1672003_1706462,chr3_196908262_196937230,chr19_32545047_34430432,chr17_1703729_1713758,chr22_37683612_37705310,chr1_3149648_3157982,chr1_149369522_149394958,chr9_110114139_138397892,chr1_72661597_109968401,chr22_37717564_49509094,chr6_30021894_32519935,chr3_163997236_164023510,chr17_77535412_78653545,chr11_5742476_5762182,chr8_28208003_35676140,chr1_2870100_2901629","HR+,HR+,HER2+,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+,Triple Neg,HER2+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg","Triple Neg,HR+,HER2+,HR+,HR+,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,HR+,Triple Neg",3994.4
en_rf,30,4,0.714286,0.908425,0.888889,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.599484, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 50}",50,"chr17_35076296_35282086,chr16_68838368_69397102,chr12_36739877_67332062,chr12_67337260_132389367,chr11_89400624_134432265,chr17_41011530_41494331,chr6_92035339_170943103,chr5_96637773_180644810,chr6_32732764_32738443,chr17_41983407_42049540,chr5_69274433_96603723,chr22_37717564_49509094,chr19_56816785_56859204,chr15_18657388_18683110,chr3_586636_75535753,chr15_739595_18454050,chr16_14956177_14988855,chr16_28087_14817706,chr17_2361350_18868037,chr10_46396163_135395562,chr14_105602756_105630089,chr3_196908262_196937230,chr16_68710277_68751390,chr19_3363749_20383210,chr5_49619946_68850823,chr14_105654998_105839439,chr22_24263116_37678070,chr15_22163893_32511475,chr19_232836_236846,chr8_35694285_39333915,chr20_29306447_40052114,chr17_77535412_78653545,chr12_435020_9432943,chr6_32634044_32728487,chr6_32586131_32600962,chr5_75149_745859,chr6_32766023_91964331,chr6_32605300_32629848,chr5_763494_878290,chr6_30021894_32519935,chr5_916822_21966989,chr5_21979223_32203336,chr5_32209048_45938397,chr6_1535319_30010234,chr6_1436117_1512043,chr6_655129_1435871,chr6_204528_634345,chr6_5839_154410,chr4_191191940_191311992,chr11_5777496_7757329","Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+,HER2+,HER2+,HR+,HR+,HR+","HR+,HER2+,HR+,HER2+,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,HR+,HR+,HR+,HR+,Triple Neg,HER2+,HER2+,HER2+,HR+,HR+,Triple Neg",4044.8
en_rf,30,5,0.857143,0.930403,0.842222,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 5, ""selector__C"": 0.0129155, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 50}",50,"chr17_35076296_35282086,chr6_1535319_30010234,chr6_30021894_32519935,chr6_32586131_32600962,chr6_32605300_32629848,chr6_32634044_32728487,chr6_32732764_32738443,chr6_32766023_91964331,chr6_1436117_1512043,chr7_140213_38060725,chr7_38065862_61275990,chr7_61474815_141189966,chr7_141214728_141245219,chr7_141259727_141549648,chr7_141555761_141947816,chr7_141965869_141978333,chr6_92035339_170943103,chr4_70334625_74719357,chr4_74730754_93211181,chr4_93240865_190844427,chr4_190887518_191165971,chr4_191191940_191311992,chr5_75149_745859,chr5_763494_878290,chr6_655129_1435871,chr5_21979223_32203336,chr5_32209048_45938397,chr5_49619946_68850823,chr5_69274433_96603723,chr5_96637773_180644810,chr6_5839_154410,chr6_204528_634345,chr23_88434081_88986061,chr5_916822_21966989,chr10_38596435_42057554,chr10_42150759_46371243,chr10_46396163_135395562,chr11_182372_5733442,chr11_5742476_5762182,chr11_5777496_7757329,chr11_7762277_7797993,chr7_141989305_143302267,chr11_51244499_55118214,chr11_55124730_55194990,chr11_55200744_55207305,chr11_55225136_56294614,chr11_56304321_58626432,chr11_58634869_68684682,chr11_68740184_68943548,chr11_68972488_70505018","HER2+,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,HR+,HR+,HR+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+,HER2+,HR+","HER2+,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+,HER2+,Triple Neg",4017.4
en_rf,31,1,0.642857,0.864469,0.877778,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__C"": 2.15443, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 50}",50,"chr17_35076296_35282086,chr1_149369522_149394958,chr16_68838368_69397102,chr12_36739877_67332062,chr18_4316_76110964,chr17_41011530_41494331,chr17_35286565_35427554,chr23_3229_45135,chr16_68710277_68751390,chr6_92035339_170943103,chr11_89400624_134432265,chr17_77442683_77503685,chr16_28087_14817706,chr12_67337260_132389367,chr6_32766023_91964331,chr3_196908262_196937230,chr17_42161364_42873571,chr16_45058242_54336421,chr22_37683612_37705310,chr16_15039224_33875313,chr6_32732764_32738443,chr8_28208003_35676140,chr5_69274433_96603723,chr15_22163893_32511475,chr16_54390012_68679377,chr5_96637773_180644810,chr8_39535655_43515874,chr23_1672003_1706462,chr20_8747_12478772,chr16_69763173_88690571,chr17_41983407_42049540,chr20_29306447_40052114,chr22_24263116_37678070,chr14_73071404_73092018,chr22_15433500_22665928,chr22_37717564_49509094,chr17_35444422_40926154,chr15_18657388_18683110,chr17_77535412_78653545,chr23_91234699_91344716,chr11_70519863_70552702,chr15_53166_592121,chr1_145820605_146634734,chr20_40075620_62379059,chr6_655129_1435871,chr1_120313797_120737345,chr14_105602756_105630089,chr17_403833_446414,chr17_22399576_27351012,chr14_19268776_19490630","HR+,Triple Neg,HR+,HER2+,HER2+,HR+,HER2+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,HER2+,HR+,HR+","Triple Neg,HR+,HR+,HER2+,HER2+,HR+,HER2+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+,Triple Neg,Triple Neg",3990.3
en_rf,31,2,0.698413,0.916056,0.842222,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.16681, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr17_41011530_41494331,chr16_68838368_69397102,chr12_36739877_67332062,chr15_22163893_32511475,chr11_89400624_134432265,chr15_18657388_18683110,chr6_32766023_91964331,chr6_32732764_32738443,chr15_32523241_32594902","HER2+,HR+,HER2+,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+,HER2+,HR+,HR+,HR+,Triple Neg,HER2+,HR+,HR+,HER2+,Triple Neg,Triple Neg,HR+","HER2+,Triple Neg,HER2+,HER2+,Triple Neg,HR+,Triple Neg,HER2+,HER2+,Triple Neg,HR+,HR+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+",4038.1
en_rf,31,3,0.763889,0.845734,0.817778,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 5, ""selector__C"": 0.0129155, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr6_1535319_30010234,chr6_30021894_32519935,chr6_32586131_32600962,chr6_32605300_32629848,chr6_32634044_32728487,chr6_32732764_32738443,chr6_32766023_91964331,chr6_1436117_1512043,chr7_140213_38060725","Triple Neg,HR+,HER2+,HR+,HR+,Triple Neg,HR+,HR+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,HER2+,HER2+,Triple Neg,HER2+,HER2+","HR+,HR+,HER2+,HR+,HR+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,HER2+,HER2+,Triple Neg,HER2+,HER2+",3985.4
en_rf,31,4,0.761905,0.937729,0.862222,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.599484, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 50}",50,"chr17_35076296_35282086,chr16_68838368_69397102,chr1_17030134_22668805,chr15_32523241_32594902,chr22_37683612_37705310,chr17_41011530_41494331,chr1_149369522_149394958,chr12_67337260_132389367,chr12_36739877_67332062,chr17_2361350_18868037,chr22_15433500_22665928,chr17_42161364_42873571,chr23_3229_45135,chr22_37717564_49509094,chr5_69274433_96603723,chr8_35694285_39333915,chr6_32732764_32738443,chr19_3363749_20383210,chr15_739595_18454050,chr1_3149648_3157982,chr14_105602756_105630089,chr23_96116_214107,chr23_92209094_152935130,chr23_90837054_91203848,chr16_68710277_68751390,chr19_8246_232080,chr15_22163893_32511475,chr3_196908262_196937230,chr3_164112881_193467200,chr1_193480150_193527058,chr16_28087_14817706,chr23_66527817_88259698,chr4_190887518_191165971,chr16_45058242_54336421,chr6_1535319_30010234,chr5_96637773_180644810,chr22_22725750_24228038,chr1_199087690_199111062,chr23_89001120_90763396,chr14_105654998_105839439,chr2_91057159_91321476,chr22_24263116_37678070,chr11_89400624_134432265,chr17_41983407_42049540,chr16_14956177_14988855,chr17_1703729_1713758,chr23_52844235_66511655,chr6_1436117_1512043,chr6_32766023_91964331,chr1_149579637_149598429","Triple Neg,HR+,HR+,HER2+,HER2+,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,HR+,Triple Neg,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+","Triple Neg,HR+,Triple Neg,HER2+,HER2+,HER2+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+,HR+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HR+",4063.3
